"User ID","активность","Сорт.","Дата изм.","id","дата","отрасли","Уровень знаний в отрасли"
3098,Да,500,"16.08.2022 12:04:09",235856,"16.08.2022",Финансовый сектор [115770],""
3011,Да,500,"16.08.2022 11:42:28",235824,"16.08.2022",Розничная торговля и дистрибуция [115764],""
3011,Да,500,"16.08.2022 11:42:28",235825,"16.08.2022",Транспорт и логистика [115768],""
111,Да,500,"16.08.2022 11:28:22",235804,"16.08.2022",Транспорт и логистика [115768],""
111,Да,500,"16.08.2022 11:28:22",235805,"16.08.2022",Промышленное производство [115769],""
111,Да,500,"16.08.2022 11:28:22",235806,"16.08.2022",Розничная торговля и дистрибуция [115764],""
111,Да,500,"16.08.2022 11:28:22",235807,"16.08.2022",Финансовый сектор [115770],""
946,Да,500,"16.08.2022 10:52:33",235780,"16.08.2022",Розничная торговля и дистрибуция [115764],""
1635,Да,500,"16.08.2022 10:35:17",235762,"16.08.2022",Финансовый сектор [115770],""
319,Да,500,"15.08.2022 15:07:05",235599,"15.08.2022",Розничная торговля и дистрибуция [115764],""
319,Да,500,"15.08.2022 15:07:05",235600,"15.08.2022",Связь и телекоммуникации [115767],""
319,Да,500,"15.08.2022 15:07:05",235601,"15.08.2022",ТЭК и добывающая промышленность [115766],""
319,Да,500,"15.08.2022 15:07:05",235602,"15.08.2022",Финансовый сектор [115770],""
1072,Да,500,"15.08.2022 13:29:56",235527,"15.08.2022",Розничная торговля и дистрибуция [115764],""
1072,Да,500,"15.08.2022 13:29:56",235528,"15.08.2022",Фармацевтика и медицина [115765],""
1072,Да,500,"15.08.2022 13:29:56",235529,"15.08.2022",Финансовый сектор [115770],""
1072,Да,500,"15.08.2022 13:29:56",235530,"15.08.2022",Связь и телекоммуникации [115767],""
1387,Да,500,"15.08.2022 13:28:12",235526,"15.08.2022",Фармацевтика и медицина [115765],""
1387,Да,500,"15.08.2022 13:28:11",235525,"15.08.2022",Розничная торговля и дистрибуция [115764],""
1412,Да,500,"15.08.2022 13:26:55",235522,"15.08.2022",Фармацевтика и медицина [115765],""
1412,Да,500,"15.08.2022 13:26:55",235523,"15.08.2022",Транспорт и логистика [115768],""
1412,Да,500,"15.08.2022 13:26:55",235524,"15.08.2022",Розничная торговля и дистрибуция [115764],""
275,Да,500,"15.08.2022 11:55:02",235429,"15.08.2022",Транспорт и логистика [115768],""
275,Да,500,"15.08.2022 11:55:02",235430,"15.08.2022",Фармацевтика и медицина [115765],""
275,Да,500,"15.08.2022 11:55:02",235431,"15.08.2022",Розничная торговля и дистрибуция [115764],""
771,Да,500,"15.08.2022 10:33:11",235379,"15.08.2022",Промышленное производство [115769],""
771,Да,500,"15.08.2022 10:33:11",235380,"15.08.2022",Транспорт и логистика [115768],""
771,Да,500,"15.08.2022 10:33:11",235381,"15.08.2022",Розничная торговля и дистрибуция [115764],""
3975,Да,500,"27.07.2022 11:19:58",232534,"",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3975,Да,500,"27.07.2022 11:19:58",232535,"",Промышленное производство [115769],Я знаю специфику отрасли и переложил это на систему [115773]
3975,Да,500,"27.07.2022 11:19:58",232536,"",ТЭК и добывающая промышленность [115766],Я знаю специфику отрасли и переложил это на систему [115773]
3591,Да,500,"15.07.2022 14:36:21",231383,"",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
1140,Да,500,"11.07.2022 15:48:40",230935,"",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
102,Да,500,"15.06.2022 15:06:05",227424,"",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
102,Да,500,"15.06.2022 15:06:05",227425,"",Промышленное производство [115769],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
102,Да,500,"15.06.2022 15:06:05",227426,"",Транспорт и логистика [115768],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
102,Да,500,"15.06.2022 15:06:05",227427,"",ТЭК и добывающая промышленность [115766],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
102,Да,500,"15.06.2022 15:06:05",227428,"",Фармацевтика и медицина [115765],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3580,Да,500,"05.05.2022 14:14:02",222604,"",Промышленное производство [115769],Я знаю специфику отрасли [115772]
3831,Да,500,"28.04.2022 16:47:54",222161,"",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли и переложил это на систему [115773]
3365,Да,500,"28.04.2022 13:16:07",222100,"",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
1289,Да,500,"14.04.2022 16:23:15",220245,"",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
1289,Да,500,"14.04.2022 16:23:15",220246,"",Промышленное производство [115769],Я знаю специфику отрасли [115772]
1289,Да,500,"14.04.2022 16:23:15",220247,"",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
3435,Да,500,"01.04.2022 11:15:50",215733,"",Государственный сектор [115771],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3435,Да,500,"01.04.2022 11:15:50",215734,"",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
3435,Да,500,"01.04.2022 11:15:50",215735,"",Промышленное производство [115769],Я знаю специфику отрасли [115772]
3435,Да,500,"01.04.2022 11:15:50",215736,"",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли и переложил это на систему [115773]
3435,Да,500,"01.04.2022 11:15:50",215737,"",Фармацевтика и медицина [115765],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3435,Да,500,"01.04.2022 11:15:50",215738,"",Связь и телекоммуникации [115767],Я знаю специфику отрасли [115772]
432,Да,500,"30.03.2022 15:02:12",215344,"",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
432,Да,500,"30.03.2022 15:02:11",215343,"",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3744,Да,500,"25.03.2022 18:18:14",214646,"",Государственный сектор [115771],Я знаю специфику отрасли и переложил это на систему [115773]
3744,Да,500,"25.03.2022 18:18:14",214647,"",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
3010,Да,500,"25.03.2022 16:13:13",214607,"",Фармацевтика и медицина [115765],Я знаю специфику отрасли и переложил это на систему [115773]
3010,Да,500,"25.03.2022 16:13:13",214608,"",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли и переложил это на систему [115773]
3010,Да,500,"25.03.2022 16:13:13",214609,"",Транспорт и логистика [115768],Я знаю специфику отрасли и переложил это на систему [115773]
3363,Да,500,"24.03.2022 20:05:29",214483,"",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
81,Да,500,"24.03.2022 15:31:16",214454,"",Транспорт и логистика [115768],Я знаю специфику отрасли и переложил это на систему [115773]
81,Да,500,"24.03.2022 15:31:16",214455,"",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли и переложил это на систему [115773]
81,Да,500,"24.03.2022 15:31:16",214456,"",Промышленное производство [115769],Я знаю специфику отрасли и переложил это на систему [115773]
3395,Да,500,"24.02.2022 13:38:48",210063,"",Связь и телекоммуникации [115767],Я знаю специфику отрасли [115772]
3395,Да,500,"24.02.2022 13:38:48",210064,"",Промышленное производство [115769],Я знаю специфику отрасли [115772]
3827,Да,500,"28.01.2022 10:55:48",208048,"",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
3116,Да,500,"17.09.2021 16:53:21",193924,"",Транспорт и логистика [115768],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3478,Да,500,"28.04.2021 11:41:46",179057,"",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
3478,Да,500,"28.04.2021 11:41:46",179058,"",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли и переложил это на систему [115773]
3478,Да,500,"28.04.2021 11:41:46",179059,"",Промышленное производство [115769],Я знаю специфику отрасли [115772]
3259,Да,500,"27.04.2021 20:57:25",178911,"",Фармацевтика и медицина [115765],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3259,Да,500,"27.04.2021 20:57:25",178912,"",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли и переложил это на систему [115773]
3259,Да,500,"27.04.2021 20:57:25",178913,"",Транспорт и логистика [115768],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3310,Да,500,"27.04.2021 15:57:03",178834,"",Связь и телекоммуникации [115767],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3310,Да,500,"27.04.2021 15:57:03",178835,"",Государственный сектор [115771],Я знаю специфику отрасли и переложил это на систему [115773]
3310,Да,500,"27.04.2021 15:57:03",178836,"",Фармацевтика и медицина [115765],Я знаю специфику отрасли и переложил это на систему [115773]
3310,Да,500,"27.04.2021 15:57:03",178837,"",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли и переложил это на систему [115773]
3094,Да,500,"27.04.2021 15:48:28",178786,"",Розничная торговля и дистрибуция [115764],Я знаю специфику отрасли [115772]
3094,Да,500,"27.04.2021 15:48:28",178790,"",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
3284,Да,500,"27.04.2021 15:42:49",178782,"",Розничная торговля и дистрибуция [115764],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
3284,Да,500,"27.04.2021 15:42:49",178783,"",Транспорт и логистика [115768],Я знаю специфику отрасли [115772]
174,Да,500,"06.04.2021 14:30:34",152745,"",Транспорт и логистика [115768],Я знаю специфику отрасли и переложил это на систему [115773]
174,Да,500,"06.04.2021 14:30:34",152746,"",ТЭК и добывающая промышленность [115766],Я знаю специфику отрасли и переложил это на систему [115773]
1702,Да,500,"24.03.2021 16:17:06",151865,"",Промышленное производство [115769],"Я знаю специфику отрасли, могу переложить на систему, убедить клиента и реализовать [115774]"
1702,Да,500,"24.03.2021 16:17:06",151866,"",Финансовый сектор [115770],Я знаю специфику отрасли и переложил это на систему [115773]
1702,Да,500,"24.03.2021 16:17:06",151867,"",ТЭК и добывающая промышленность [115766],Я знаю специфику отрасли [115772]
