"User ID","активность","Сорт.","Дата изм.","id","дата","Предментые области","Уровень знаний в предметной облас"
4316,Да,500,"10.05.2023 10:45:30",273491,"10.05.2023",Документооборот [115756],Я знаю все особенности предметной области и могу переложить это на систему [115762]
4316,Да,500,"10.05.2023 10:45:30",273492,"10.05.2023",Информационные технологии [115753],Я знаю все особенности предметной области и могу переложить это на систему [115762]
4316,Да,500,"10.05.2023 10:45:30",273493,"10.05.2023",Нефть и газ [115758],Я знаю все особенности предметной области и могу переложить это на систему [115762]
4316,Да,500,"10.05.2023 10:45:30",273494,"10.05.2023",Строительство [115760],Я знаю предметную область [115761]
4303,Да,500,"05.05.2023 10:26:38",273282,"05.05.2023","Банки, лизинг [115759]",Я знаю предметную область [115761]
4303,Да,500,"05.05.2023 10:26:38",273283,"05.05.2023",Информационные технологии [115753],Я знаю все особенности предметной области и могу переложить это на систему [115762]
436,Да,500,"09.02.2023 18:09:03",262816,"09.02.2023",Документооборот [115756],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
436,Да,500,"09.02.2023 18:09:03",262817,"09.02.2023","Банки, лизинг [115759]",Я знаю предметную область [115761]
1625,Да,500,"29.08.2022 15:15:41",237410,"29.08.2022",Нефть и газ [115758],""
1625,Да,500,"29.08.2022 15:15:41",237685,"29.08.2022",HR [115755],""
2837,Да,500,"29.08.2022 14:51:31",236834,"22.08.2022",Нефть и газ [115758],""
2837,Да,500,"29.08.2022 14:51:31",237658,"29.08.2022",HR [115755],""
1060,Да,500,"29.08.2022 13:54:39",237630,"29.08.2022",Строительство [115760],""
1060,Да,500,"29.08.2022 13:54:39",237631,"29.08.2022",Информационные технологии [115753],""
505,Да,500,"29.08.2022 13:02:05",237567,"29.08.2022",Нефть и газ [115758],""
505,Да,500,"29.08.2022 13:02:05",237571,"29.08.2022",Информационные технологии [115753],""
2797,Да,500,"29.08.2022 12:20:30",237493,"29.08.2022",Строительство [115760],""
1569,Да,500,"29.08.2022 11:50:16",237475,"29.08.2022",HR [115755],""
316,Да,500,"29.08.2022 11:44:56",237461,"29.08.2022",Нефть и газ [115758],""
316,Да,500,"29.08.2022 11:44:56",237462,"29.08.2022",Строительство [115760],""
982,Да,500,"29.08.2022 11:39:27",237450,"29.08.2022",Информационные технологии [115753],""
982,Да,500,"29.08.2022 11:39:27",237452,"29.08.2022",Нефть и газ [115758],""
1076,Да,500,"29.08.2022 11:32:00",237438,"29.08.2022",Информационные технологии [115753],""
3043,Да,500,"24.08.2022 16:21:19",236959,"22.08.2022",Информационные технологии [115753],""
324,Да,500,"23.08.2022 13:23:16",236808,"22.08.2022",Информационные технологии [115753],""
324,Да,500,"23.08.2022 13:23:16",236812,"22.08.2022",Нефть и газ [115758],""
1117,Да,500,"22.08.2022 16:15:18",236652,"22.08.2022",Информационные технологии [115753],""
3632,Да,500,"22.08.2022 15:12:02",236612,"22.08.2022",E-commerce [115751],""
3428,Да,500,"22.08.2022 13:14:33",236577,"22.08.2022",Строительство [115760],""
3352,Да,500,"16.08.2022 13:02:30",235901,"16.08.2022",Строительство [115760],""
1024,Да,500,"16.08.2022 12:40:29",235884,"16.08.2022",Нефть и газ [115758],""
111,Да,500,"16.08.2022 11:29:19",235808,"16.08.2022",Информационные технологии [115753],""
111,Да,500,"16.08.2022 11:29:19",235809,"16.08.2022",Строительство [115760],""
111,Да,500,"16.08.2022 11:29:19",235810,"16.08.2022",Транспортная логистика [115749],""
946,Да,500,"16.08.2022 10:52:45",235781,"16.08.2022",Информационные технологии [115753],""
1635,Да,500,"16.08.2022 10:35:03",235761,"16.08.2022",Нефть и газ [115758],""
319,Да,500,"15.08.2022 15:07:29",235603,"15.08.2022",Нефть и газ [115758],""
3591,Да,500,"15.07.2022 14:36:10",231382,"",Информационные технологии [115753],Я знаю предметную область [115761]
1140,Да,500,"11.07.2022 15:46:07",230934,"",Складская логистика [115748],Я знаю предметную область [115761]
3839,Да,500,"29.06.2022 17:27:09",229415,"",Транспортная логистика [115749],Я знаю предметную область [115761]
3839,Да,500,"29.06.2022 17:27:09",229416,"",Складская логистика [115748],Я знаю предметную область [115761]
3150,Да,500,"21.06.2022 14:33:27",228358,"",Складская логистика [115748],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
2739,Да,500,"30.05.2022 18:24:59",225358,"",Складская логистика [115748],Я знаю предметную область [115761]
832,Да,500,"30.05.2022 17:21:29",225320,"",Складская логистика [115748],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3580,Да,500,"05.05.2022 14:13:39",222603,"",Складская логистика [115748],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3365,Да,500,"28.04.2022 13:15:41",222099,"",Складская логистика [115748],Я знаю предметную область [115761]
462,Да,500,"12.04.2022 12:26:11",219953,"",Информационные технологии [115753],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
3435,Да,500,"01.04.2022 11:14:01",215724,"",Информационные технологии [115753],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
3435,Да,500,"01.04.2022 11:14:01",215725,"","Банки, лизинг [115759]",Я знаю все особенности предметной области и могу переложить это на систему [115762]
3435,Да,500,"01.04.2022 11:14:01",215726,"",Нефть и газ [115758],Я знаю предметную область [115761]
3435,Да,500,"01.04.2022 11:14:01",215727,"",E-commerce [115751],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3435,Да,500,"01.04.2022 11:14:01",215728,"",HR [115755],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3435,Да,500,"01.04.2022 11:14:01",215729,"",Складская логистика [115748],Я знаю предметную область [115761]
3435,Да,500,"01.04.2022 11:14:01",215730,"","Маркетинг, реклама, PR [115754]",Я знаю предметную область [115761]
3435,Да,500,"01.04.2022 11:14:01",215731,"",Документооборот [115756],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3435,Да,500,"01.04.2022 11:14:01",215732,"",Перевозки [115757],Я знаю предметную область [115761]
2830,Да,500,"31.03.2022 13:13:16",215466,"",Складская логистика [115748],Я знаю предметную область [115761]
432,Да,500,"30.03.2022 15:01:51",215339,"",Складская логистика [115748],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
432,Да,500,"30.03.2022 15:01:51",215340,"",Транспортная логистика [115749],Я знаю предметную область [115761]
432,Да,500,"30.03.2022 15:01:51",215341,"",Информационные технологии [115753],Я знаю предметную область [115761]
3744,Да,500,"25.03.2022 18:16:53",214645,"",Информационные технологии [115753],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3576,Да,500,"25.03.2022 16:17:21",214621,"",Управление цепочками поставок [115750],Я знаю предметную область [115761]
3010,Да,500,"25.03.2022 16:14:14",214611,"",Транспортная логистика [115749],Я знаю предметную область [115761]
3010,Да,500,"25.03.2022 16:14:14",214612,"",Закупки [115752],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3010,Да,500,"25.03.2022 16:14:14",214613,"",Управление цепочками поставок [115750],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3010,Да,500,"25.03.2022 16:14:13",214610,"",Складская логистика [115748],Я знаю все особенности предметной области и могу переложить это на систему [115762]
2811,Да,500,"25.03.2022 16:01:35",214595,"",Складская логистика [115748],Я знаю предметную область [115761]
1100,Да,500,"25.03.2022 00:38:59",214507,"",Информационные технологии [115753],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3363,Да,500,"24.03.2022 20:00:49",214482,"",Складская логистика [115748],Я знаю предметную область [115761]
81,Да,500,"24.03.2022 15:30:18",214451,"",Складская логистика [115748],Я знаю все особенности предметной области и могу переложить это на систему [115762]
81,Да,500,"24.03.2022 15:30:18",214452,"",Управление цепочками поставок [115750],Я знаю все особенности предметной области и могу переложить это на систему [115762]
81,Да,500,"24.03.2022 15:30:18",214453,"",Транспортная логистика [115749],Я знаю предметную область [115761]
310,Да,500,"14.03.2022 18:35:14",213108,"",Нефть и газ [115758],Я знаю предметную область [115761]
3395,Да,500,"29.11.2021 14:44:34",201793,"",HR [115755],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3116,Да,500,"17.09.2021 16:56:49",193937,"",Перевозки [115757],Я знаю все особенности предметной области и могу переложить это на систему [115762]
31,Да,500,"10.06.2021 10:35:41",184510,"",Складская логистика [115748],Я знаю предметную область [115761]
3514,Да,500,"01.06.2021 12:59:21",183215,"",Информационные технологии [115753],Я знаю предметную область [115761]
3478,Да,500,"28.04.2021 11:41:15",179054,"",Документооборот [115756],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3478,Да,500,"28.04.2021 11:41:15",179055,"",Информационные технологии [115753],Я знаю предметную область [115761]
3478,Да,500,"28.04.2021 11:41:15",179056,"","Маркетинг, реклама, PR [115754]",Я знаю предметную область [115761]
3259,Да,500,"27.04.2021 20:56:44",178906,"",Управление цепочками поставок [115750],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
3259,Да,500,"27.04.2021 20:56:44",178907,"",Складская логистика [115748],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3259,Да,500,"27.04.2021 20:56:44",178908,"",Транспортная логистика [115749],Я знаю предметную область [115761]
3259,Да,500,"27.04.2021 20:56:44",178909,"",Информационные технологии [115753],Я знаю предметную область [115761]
3259,Да,500,"27.04.2021 20:56:44",178910,"",Закупки [115752],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
3094,Да,500,"27.04.2021 18:10:09",178881,"",E-commerce [115751],Я знаю предметную область [115761]
3094,Да,500,"27.04.2021 18:10:09",178882,"",Информационные технологии [115753],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3310,Да,500,"27.04.2021 15:56:07",178828,"",Информационные технологии [115753],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
3310,Да,500,"27.04.2021 15:56:07",178829,"",Документооборот [115756],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3310,Да,500,"27.04.2021 15:56:07",178830,"",Строительство [115760],Я знаю все особенности предметной области и могу переложить это на систему [115762]
3310,Да,500,"27.04.2021 15:56:07",178831,"",E-commerce [115751],Я знаю предметную область [115761]
3284,Да,500,"27.04.2021 15:41:19",178779,"",Информационные технологии [115753],Я знаю предметную область [115761]
174,Да,500,"06.04.2021 14:30:01",152742,"",Нефть и газ [115758],Я знаю предметную область [115761]
174,Да,500,"06.04.2021 14:30:01",152743,"",Перевозки [115757],Я знаю все особенности предметной области и могу переложить это на систему [115762]
174,Да,500,"06.04.2021 14:30:01",152744,"",HR [115755],Я знаю все особенности предметной области и могу переложить это на систему [115762]
174,Да,500,"06.04.2021 14:30:00",152741,"",E-commerce [115751],Я знаю предметную область [115761]
1702,Да,500,"24.03.2021 16:15:24",151859,"",Документооборот [115756],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
1702,Да,500,"24.03.2021 16:15:24",151860,"",Строительство [115760],Я знаю все особенности предметной области и могу переложить это на систему [115762]
1702,Да,500,"24.03.2021 16:15:24",151861,"",Нефть и газ [115758],Я знаю предметную область [115761]
1702,Да,500,"24.03.2021 16:15:24",151862,"",Информационные технологии [115753],"Я знаю специфику предметной области, могу переложить на систему, убедить клиента и реализовать [115763]"
1702,Да,500,"24.03.2021 16:15:24",151863,"",Закупки [115752],Я знаю все особенности предметной области и могу переложить это на систему [115762]
1702,Да,500,"24.03.2021 16:15:24",151864,"","Банки, лизинг [115759]",Я знаю все особенности предметной области и могу переложить это на систему [115762]
3470,Да,500,"01.03.2021 10:02:34",149917,"",Информационные технологии [115753],Я знаю все особенности предметной области и могу переложить это на систему [115762]
